NO,KODE,Nama Prodi,JENJANG,DAYA TAMPUNG 2025,PEMINAT 2024,JENIS PORTOFOLIO,KAB / KOTA,Universitas,PROVINSI-1,PROVINSI-2,SITUS_WEB,Kelompok,Rasio Peminat,Kategori,Gaji Minimal,Gaji Maksimal,Prospek Kerja 1,Prospek Kerja 2,Prospek Kerja 3,Prospek Kerja 4,Hasil,Bidang Ilmu
62,11513063,KESEHATAN HEWAN,Diploma Tiga,27,23,Tidak Ada,Kabupaten Muaro Jambi,UNIVERSITAS JAMBI,Jambi,,https://regis.unja.ac.id/,Kedokteran Hewan,"6,04",Sepi Peminat,Rp5.000.000,Rp9.000.000,Dokter Hewan,Peneliti Kesehatan Hewan,Petugas Karantina Hewan,Konsultan Peternakan,Sangat Prospektif,Saintek
57,11512057,KEUANGAN DAERAH,Sarjana Terapan,15,28,Tidak Ada,Kabupaten Muaro Jambi,UNIVERSITAS JAMBI,Jambi,,https://regis.unja.ac.id/,Keuangan & Perbankan,"4,19",Sepi Peminat,Rp4.000.000,Rp7.000.000,Staf Bank,Analis Kredit,Teller,Staf Manajemen Risiko,Sangat Prospektif,Soshum
54,11511068,KEWIRAUSAHAAN,Sarjana,22,117,Tidak Ada,Kabupaten Muaro Jambi,UNIVERSITAS JAMBI,Jambi,,https://regis.unja.ac.id/,Kewirausahaan & Bisnis,"6,34",Sepi Peminat,Rp3.500.000,Rp7.000.000,Wirausaha,Business Development,Marketing,,Sangat Potensial,Saintek
12,11511012,KIMIA,Sarjana,22,46,Tidak Ada,Kabupaten Muaro Jambi,UNIVERSITAS JAMBI,Jambi,,https://regis.unja.ac.id/,Kimia & Sains Dasar,"4,01",Sepi Peminat,Rp4.500.000,Rp12.000.000,Analis Kimia,Peneliti Sains,Quality Control Industri,Profesor,Sangat Prospektif,Saintek
66,11513067,KIMIA INDUSTRI,Diploma Tiga,9,16,Tidak Ada,Kabupaten Muaro Jambi,UNIVERSITAS JAMBI,Jambi,,https://regis.unja.ac.id/,Kimia & Sains Terapan,"4,76",Sepi Peminat,Rp4.000.000,Rp7.000.000,Analis Laboratorium  ,Quality Control,Peneliti Bahan Baku,Analis Kimia,Sangat Prospektif,Soshum
36,11511040,MANAJEMEN,Sarjana,55,1177,Tidak Ada,Kabupaten Muaro Jambi,UNIVERSITAS JAMBI,Jambi,,https://regis.unja.ac.id/,Manajemen & Bisnis,"15,97",Sedang,Rp4.000.000,Rp7.000.000,Manajemen,Analis Bisnis,Konsultan Manajemen,,Sangat Potensial,Soshum
65,11513066,MANAJEMEN PEMASARAN,Diploma Tiga,20,40,Tidak Ada,Kabupaten Muaro Jambi,UNIVERSITAS JAMBI,Jambi,,https://regis.unja.ac.id/,Manajemen & Pemasaran,"4,37",Sepi Peminat,Rp4.000.000,Rp7.000.000,Marketing Officer,Sales,Digital Marketing,,Sangat Potensial,Soshum
58,11512058,MANAJEMEN PEMERINTAHAN,Sarjana Terapan,20,37,Tidak Ada,Kabupaten Muaro Jambi,UNIVERSITAS JAMBI,Jambi,,https://regis.unja.ac.id/,Administrasi Publik & Kebijakan,"8,97",Sedang,Rp3.000.000,Rp6.000.000,Analis Kebijakan Publik,Staf Perencanaan,,,Cukup Potensial,Soshum
21,11511025,MATEMATIKA,Sarjana,26,64,Tidak Ada,Kabupaten Muaro Jambi,UNIVERSITAS JAMBI,Jambi,,https://regis.unja.ac.id/,Matematika & Sains Dasar,"4,11",Sepi Peminat,Rp3.500.000,Rp6.000.000,Analis Data,Peneliti,Dosen,Data Scientist,Sangat Prospektif,Soshum
15,11511019,PEMANFAATAN SUMBERDAYA PERIKANAN,Sarjana,38,36,Tidak Ada,Kabupaten Muaro Jambi,UNIVERSITAS JAMBI,Jambi,,https://regis.unja.ac.id/,Perikanan & Kelautan,"2,09",Sepi Peminat,Rp4.000.000,Rp9.000.000,Ahli Perikanan,Quality Control,Penyuluh Perikanan,Konsultan Kelautan,Sangat Prospektif,Saintek
33,11511037,PEND. BAHASA INGGRIS,Sarjana,30,294,Tidak Ada,Kabupaten Muaro Jambi,UNIVERSITAS JAMBI,Jambi,,https://regis.unja.ac.id/,Pendidikan Bahasa Inggris,"6,87",Sepi Peminat,Rp3.500.000,Rp6.000.000,Guru Bahasa Inggris,Penerjemah,Penulis,Tour Guide,Sangat Prospektif,Soshum
32,11511036,"PEND. BAHASA, SASTRA INDONESIA & DAERAH",Sarjana,38,343,Tidak Ada,Kabupaten Muaro Jambi,UNIVERSITAS JAMBI,Jambi,,https://regis.unja.ac.id/,Pendidikan Bahasa  & Sastra Indonesia,"7,84",Sedang,Rp3.000.000,Rp5.500.000,Guru Bahasa Indonesia,Penulis,,,Cukup Potensial,Soshum
4,11511004,PEND. BIOLOGI,Sarjana,35,177,Tidak Ada,Kabupaten Muaro Jambi,UNIVERSITAS JAMBI,Jambi,,https://regis.unja.ac.id/,Pendidikan Sains & Biologi,"5,40",Sepi Peminat,Rp3.500.000,Rp6.000.000,Guru Biologi,Asisten Laboratorium Pendidikan,,,Cukup Potensial,Soshum
31,11511035,PEND. EKONOMI,Sarjana,30,170,Tidak Ada,Kabupaten Muaro Jambi,UNIVERSITAS JAMBI,Jambi,,https://regis.unja.ac.id/,Ekonomi & Studi Pembangunan,"5,84",Sepi Peminat,Rp4.000.000,Rp8.000.000,Ekonom,Analis Kebijakan Publik,Staf Perencanaan Pembangunan,,Sangat Potensial,Soshum
3,11511003,PEND. FISIKA,Sarjana,18,59,Tidak Ada,Kabupaten Muaro Jambi,UNIVERSITAS JAMBI,Jambi,,https://regis.unja.ac.id/,Pendidikan Fisika & IPA,"2,53",Sepi Peminat,Rp4.000.000,Rp8.000.000,Guru IPA,Pengembang Konten Edukasi,Peneliti Fisika,,Sangat Potensial,Saintek
38,11511042,PEND. GURU SEKOLAH DASAR,Sarjana,45,1096,Tidak Ada,Kabupaten Muaro Jambi,UNIVERSITAS JAMBI,Jambi,,https://regis.unja.ac.id/,Pendidikan Guru & PAUD,"10,72",Sedang,Rp3.000.000,Rp5.000.000,Guru PAUD,Pengelola TK,Konsultan Pendidikan Anak Usia Dini,,Sangat Potensial,Soshum
1,11511001,PEND. KIMIA,Sarjana,18,64,Tidak Ada,Kabupaten Muaro Jambi,UNIVERSITAS JAMBI,Jambi,,https://regis.unja.ac.id/,Pendidikan Kimia & IPA,"2,99",Sepi Peminat,Rp4.000.000,Rp8.000.000,Guru Kimia,Analis Kimia,Peneliti Kimia,Profesi Laboratorium,Sangat Prospektif,Soshum
2,11511002,PEND. MATEMATIKA,Sarjana,35,193,Tidak Ada,Kabupaten Muaro Jambi,UNIVERSITAS JAMBI,Jambi,,https://regis.unja.ac.id/,Pendidikan Matematika & IPA,"5,57",Sepi Peminat,Rp3.500.000,Rp6.000.000,Guru Matematika,Pengembang Kurikulum Sains,Asisten Peneliti,,Sangat Potensial,Saintek
8,11511008,PEND. OLAHRAGA & KESEHATAN,Sarjana,45,225,Olahraga,Kabupaten Muaro Jambi,UNIVERSITAS JAMBI,Jambi,,https://regis.unja.ac.id/,Pendidikan Jasmani & Olahraga,"4,30",Sepi Peminat,Rp3.000.000,Rp5.500.000,Guru Olahraga,Pelatih Olahraga,Fisioterapis,,Sangat Potensial,Saintek
41,11511045,PENDIDIKAN BAHASA ARAB,Sarjana,20,54,Tidak Ada,Kabupaten Muaro Jambi,UNIVERSITAS JAMBI,Jambi,,https://regis.unja.ac.id/,Pendidikan Bahasa Arab,"7,15",Sedang,Rp3.000.000,Rp5.500.000,Guru Bahasa Arab,Pengajar Pesantren,Penerjemah  ,,Sangat Potensial,Soshum
40,11511044,PENDIDIKAN GURU PAUD,Sarjana,25,174,Tidak Ada,Kabupaten Muaro Jambi,UNIVERSITAS JAMBI,Jambi,,https://regis.unja.ac.id/,Pendidikan Guru & PAUD,"10,72",Sedang,Rp3.000.000,Rp5.000.000,Guru PAUD,Pengelola TK,Konsultan Pendidikan Anak Usia Dini,,Sangat Potensial,Soshum
24,11511028,PENDIDIKAN KEPELATIHAN OLAHRAGA,Sarjana,20,67,Olahraga,Kabupaten Muaro Jambi,UNIVERSITAS JAMBI,Jambi,,https://regis.unja.ac.id/,Pendidikan Olahraga & Pelatihan,"3,72",Sepi Peminat,Rp4.000.000,Rp9.000.000,Pelatih Olahraga,Guru Olahraga,Fisioterapis,,Sangat Potensial,Soshum
48,11511052,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,Sarjana,28,246,Tidak Ada,Kabupaten Muaro Jambi,UNIVERSITAS JAMBI,Jambi,,https://regis.unja.ac.id/,Pendidikan Sosial & Kewarganegaraan,"7,25",Sedang,Rp3.000.000,Rp5.500.000,Guru PPKn,Pengembang Materi Kewarganegaraan,,,Cukup Potensial,Soshum
42,11511046,PENDIDIKAN SEJARAH,Sarjana,25,172,Tidak Ada,Kabupaten Muaro Jambi,UNIVERSITAS JAMBI,Jambi,,https://regis.unja.ac.id/,Pendidikan Sejarah & Sosial,"6,44",Sepi Peminat,Rp3.000.000,Rp5.500.000,Guru Sejarah,Pemandu Wisata Sejarah,,,Cukup Potensial,Soshum
64,11513065,PERPAJAKAN,Diploma Tiga,20,63,Tidak Ada,Kabupaten Muaro Jambi,UNIVERSITAS JAMBI,Jambi,,https://regis.unja.ac.id/,Perpajakan & Keuangan,"6,87",Sepi Peminat,Rp4.000.000,Rp7.000.000,Staf Pajak,Konsultan Perpajakan,Analis Keuangan,Auditor Pajak,Sangat Prospektif,Saintek
10,11511010,PETERNAKAN,Sarjana,69,131,Tidak Ada,Kabupaten Muaro Jambi,UNIVERSITAS JAMBI,Jambi,,https://regis.unja.ac.id/,Peternakan & Perikanan,"2,53",Sepi Peminat,Rp4.000.000,Rp9.000.000,Peternak Profesional,Manajer Usaha Perikanan,Penyuluh Peternakan,,Sangat Potensial,Saintek
44,11511048,PSIKOLOGI,Sarjana,38,515,Tidak Ada,Kabupaten Muaro Jambi,UNIVERSITAS JAMBI,Jambi,,https://regis.unja.ac.id/,Psikologi & Sosial,"18,51",Ramai Peminat,Rp3.500.000,Rp6.500.000,Psikolog,Konselor,HRD,Peneliti Sosial,Sangat Prospektif,Saintek
43,11511047,SASTRA INDONESIA,Sarjana,20,73,Tidak Ada,Kabupaten Muaro Jambi,UNIVERSITAS JAMBI,Jambi,,https://regis.unja.ac.id/,Sastra Indonesia,"4,71",Sepi Peminat,Rp3.000.000,Rp5.500.000,Penulis,Guru Bahasa Indonesia,Penerjemah,,Sangat Potensial,Soshum
52,11511056,SENI DRAMA TARI DAN MUSIK,Sarjana,12,40,Sendratasik,Kabupaten Muaro Jambi,UNIVERSITAS JAMBI,Jambi,,https://regis.unja.ac.id/,Seni & Budaya,"1,75",Sepi Peminat,Rp3.500.000,Rp8.000.000,Seniman Profesional,Pengelola Kegiatan Budaya,Kurator Budaya,,Sangat Potensial,Soshum
56,11511070,SENI KARAWITAN,Sarjana,5,1,Seni Karawitan,Kabupaten Muaro Jambi,UNIVERSITAS JAMBI,Jambi,,https://regis.unja.ac.id/,Seni & Budaya,"1,75",Sepi Peminat,Rp3.500.000,Rp8.000.000,Seniman Profesional,Pengelola Kegiatan Budaya,Kurator Budaya,,Sangat Potensial,Soshum
16,11511020,SISTEM INFORMASI,Sarjana,20,770,Tidak Ada,Kabupaten Muaro Jambi,UNIVERSITAS JAMBI,Jambi,,https://regis.unja.ac.id/,Sistem Informasi & Teknologi Informasi,"11,95",Sedang,Rp4.000.000,Rp7.000.000,Analis SI,Pengembang Software,Konsultan TI,,Sangat Potensial,Soshum
25,11511029,TEKNIK ELEKTRO,Sarjana,13,100,Tidak Ada,Kabupaten Muaro Jambi,UNIVERSITAS JAMBI,Jambi,,https://regis.unja.ac.id/,Teknik Elektro & Elektronika,"5,96",Sepi Peminat,Rp7.000.000,Rp12.000.000,Insinyur Listrik,Insinyul Eklektronika,Software Engineer,Desainer Sistem Otomasi,Sangat Prospektif,Saintek
26,11511030,TEKNIK GEOFISIKA,Sarjana,11,36,Tidak Ada,Kabupaten Muaro Jambi,UNIVERSITAS JAMBI,Jambi,,https://regis.unja.ac.id/,Geologi & Kebumian,"5,35",Sepi Peminat,Rp5.000.000,Rp9.000.000,Geologist ,Surveyor Geospasial,Konsultan Geoteknik,Peneliti ESDM,Sangat Prospektif,Saintek
18,11511022,TEKNIK GEOLOGI,Sarjana,20,126,Tidak Ada,Kabupaten Muaro Jambi,UNIVERSITAS JAMBI,Jambi,,https://regis.unja.ac.id/,Geologi & Kebumian,"5,35",Sepi Peminat,Rp5.000.000,Rp9.000.000,Geologist ,Surveyor Geospasial,Konsultan Geoteknik,Peneliti ESDM,Sangat Prospektif,Saintek
27,11511031,TEKNIK KIMIA,Sarjana,26,87,Tidak Ada,Kabupaten Muaro Jambi,UNIVERSITAS JAMBI,Jambi,,https://regis.unja.ac.id/,Teknik Kimia & Material,"6,29",Sepi Peminat,Rp5.000.000,Rp9.000.000,Insinyur Kimia,Peneliti,Teknisi Laboratorium,Konsultan Kimia,Sangat Prospektif,Saintek
23,11511027,TEKNIK LINGKUNGAN,Sarjana,26,120,Tidak Ada,Kabupaten Muaro Jambi,UNIVERSITAS JAMBI,Jambi,,https://regis.unja.ac.id/,Teknik Lingkungan & Sipil,"7,14",Sedang,Rp5.000.000,Rp9.000.000,Manajer Lingkungan,Konsultan Lingkungan,Insinyur Sipil,Pengelola Proyek Konstruksi,Sangat Prospektif,Saintek
17,11511021,TEKNIK PERTAMBANGAN,Sarjana,20,533,Tidak Ada,Kabupaten Muaro Jambi,UNIVERSITAS JAMBI,Jambi,,https://regis.unja.ac.id/,Teknik Pertambangan & Geologi,"12,33",Sedang,Rp6.000.000,Rp12.000.000,Insinyur Pertambangan,Geolog,Konsultan Geoteknik,Pengelola Tambang,Sangat Prospektif,Saintek
29,11511033,TEKNIK PERTANIAN,Sarjana,20,139,Tidak Ada,Kabupaten Muaro Jambi,UNIVERSITAS JAMBI,Jambi,,https://regis.unja.ac.id/,Teknik Pertanian & Biosistem,"5,31",Sepi Peminat,Rp4.000.000,Rp8.000.000,Insinyur Pertanian,Teknisi Biosistem,Konsultan Pertanian,Peneliti,Sangat Prospektif,Saintek
28,11511032,TEKNIK SIPIL,Sarjana,27,267,Tidak Ada,Kabupaten Muaro Jambi,UNIVERSITAS JAMBI,Jambi,,https://regis.unja.ac.id/,Teknik Sipil & Lingkungan,"8,12",Sedang,Rp5.000.000,Rp9.000.000,Insinyut Sipil,Konsultan Konstruksi,Manajer Proyek,Pengelola Infrastruktur,Sangat Prospektif,Saintek
61,11513062,TEKNOLOGI HASIL PERIKANAN,Diploma Tiga,7,5,Tidak Ada,Kabupaten Muaro Jambi,UNIVERSITAS JAMBI,Jambi,,https://regis.unja.ac.id/,Teknologi Perikanan & Kelautan,"2,15",Sepi Peminat,Rp4.000.000,Rp9.000.000,Teknolog Perikanan,Quality Assurance,Konsultan Budidaya Ikan,,Sangat Potensial,Saintek
7,11511007,TEKNOLOGI HASIL PERTANIAN,Sarjana,30,83,Tidak Ada,Kabupaten Muaro Jambi,UNIVERSITAS JAMBI,Jambi,,https://regis.unja.ac.id/,Teknologi Pertanian,"3,12",Sepi Peminat,Rp4.000.000,Rp10.000.000,Insinyur Pertanian,Peneliti Agroindustri,Quality Control,,Sangat Potensial,Saintek
30,11511034,TEKNOLOGI INDUSTRI PERTANIAN,Sarjana,20,54,Tidak Ada,Kabupaten Muaro Jambi,UNIVERSITAS JAMBI,Jambi,,https://regis.unja.ac.id/,Teknologi Pertanian & Industri,"4,40",Sepi Peminat,Rp3.000.000,Rp6.000.000,Peneliti Pertanian,Argonom,Quality Control,,Sangat Potensial,Saintek
1,13411001,AGRIBISNIS,Sarjana,72,776,Tidak Ada,Kabupaten Bogor,INSTITUT PERTANIAN BOGOR,Jawa Barat,,https://registrasi.admisi.ipb.ac.id,Pertanian & Agribisnis,"4,50",Sepi Peminat,Rp3.500.000,Rp6.500.000,Manajer Kebun,Konsultan Agribisnis,Petani,,Sangat Potensial,Soshum
2,13411002,AGRONOMI DAN HORTIKULTURA,Sarjana,102,554,Tidak Ada,Kabupaten Bogor,INSTITUT PERTANIAN BOGOR,Jawa Barat,,https://registrasi.admisi.ipb.ac.id,Pertanian & Agroteknologi,"4,37",Sepi Peminat,Rp3.500.000,Rp6.500.000,Teknisi Pertanian,Peneliti Argoteknologi,Konsultan Teknologi Pertanian,Petani,Sangat Prospektif,Saintek
39,13411039,AKTUARIA,Sarjana,32,499,Tidak Ada,Kabupaten Bogor,INSTITUT PERTANIAN BOGOR,Jawa Barat,,https://registrasi.admisi.ipb.ac.id,Statistika & Data Science,"7,65",Sedang,Rp4.000.000,Rp7.000.000,Analis Data,Data Scientist,Statistik,Konsultan Riset,Sangat Prospektif,Soshum
62,13412059,AKUNTANSI,Sarjana Terapan,112,1053,Tidak Ada,Kabupaten Bogor,INSTITUT PERTANIAN BOGOR,Jawa Barat,,https://registrasi.admisi.ipb.ac.id,Akuntansi & Keuangan,"10,10",Sedang,Rp4.000.000,Rp8.000.000,Akuntan,Analisis Finansial,Staf Akuntansi,Auditor,Sangat Prospektif,Soshum
60,13412057,ANALISIS KIMIA,Sarjana Terapan,56,432,Tidak Ada,Kabupaten Bogor,INSTITUT PERTANIAN BOGOR,Jawa Barat,,https://registrasi.admisi.ipb.ac.id,Kimia & Sains Terapan,"4,76",Sepi Peminat,Rp4.000.000,Rp7.000.000,Analis Laboratorium  ,Quality Control,Peneliti Bahan Baku,Analis Kimia,Sangat Prospektif,Soshum
3,13411003,ARSITEKTUR LANSEKAP,Sarjana,40,354,Tidak Ada,Kabupaten Bogor,INSTITUT PERTANIAN BOGOR,Jawa Barat,,https://registrasi.admisi.ipb.ac.id,Arsitektur & Desain,"7,35",Sedang,Rp4.000.000,Rp7.000.000,Arsitek,Desainer Interior,Pelukis,,Sangat Potensial,Saintek
43,13411071,BIOINFORMATIKA,Sarjana,10,0,Tidak Ada,Kabupaten Bogor,INSTITUT PERTANIAN BOGOR,Jawa Barat,,https://registrasi.admisi.ipb.ac.id,Bioteknologi & Pertanian,"5,82",Sepi Peminat,Rp4.000.000,Rp7.000.000,Peneliti Bioteknologi Pertanian,Staf Produksi Benih Bibit Unggul,R&D,Quality Control,Sangat Prospektif,Saintek
4,13411004,BIOKIMIA,Sarjana,50,378,Tidak Ada,Kabupaten Bogor,INSTITUT PERTANIAN BOGOR,Jawa Barat,,https://registrasi.admisi.ipb.ac.id,Kimia & Sains Terapan,"4,76",Sepi Peminat,Rp4.000.000,Rp7.000.000,Analis Laboratorium  ,Quality Control,Peneliti Bahan Baku,Analis Kimia,Sangat Prospektif,Soshum
5,13411005,BIOLOGI,Sarjana,50,334,Tidak Ada,Kabupaten Bogor,INSTITUT PERTANIAN BOGOR,Jawa Barat,,https://registrasi.admisi.ipb.ac.id,Biologi & Sains Hayati,"4,23",Sepi Peminat,Rp3.000.000,Rp6.000.000,Peneliti Biologi,Analisis Laboratorium,Dosen,,Sangat Potensial,Saintek
37,13411037,BISNIS,Sarjana,92,1103,Tidak Ada,Kabupaten Bogor,INSTITUT PERTANIAN BOGOR,Jawa Barat,,https://registrasi.admisi.ipb.ac.id,Manajemen & Bisnis,"15,97",Sedang,Rp4.000.000,Rp7.000.000,Manajemen,Analis Bisnis,Konsultan Manajemen,,Sangat Potensial,Soshum
23,13411023,EKONOMI PEMBANGUNAN,Sarjana,52,512,Tidak Ada,Kabupaten Bogor,INSTITUT PERTANIAN BOGOR,Jawa Barat,,https://registrasi.admisi.ipb.ac.id,Ekonomi & Studi Pembangunan,"5,84",Sepi Peminat,Rp4.000.000,Rp8.000.000,Ekonom,Analis Kebijakan Publik,Staf Perencanaan Pembangunan,,Sangat Potensial,Soshum
6,13411006,EKONOMI SUMBERDAYA DAN LINGKUNGAN,Sarjana,59,363,Tidak Ada,Kabupaten Bogor,INSTITUT PERTANIAN BOGOR,Jawa Barat,,https://registrasi.admisi.ipb.ac.id,Ekonomi & Lingkungan,"6,15",Sepi Peminat,Rp4.000.000,Rp7.000.000,Analis Kebijakan Lingkungan,Konsultan Ekonomi Hijau,Peneliti Perubahan Iklim,,Sangat Potensial,Soshum
26,13411026,EKONOMI SYARIAH,Sarjana,52,464,Tidak Ada,Kabupaten Bogor,INSTITUT PERTANIAN BOGOR,Jawa Barat,,https://registrasi.admisi.ipb.ac.id,Ekonomi Syariah & Islam,"5,51",Sepi Peminat,Rp4.000.000,Rp7.000.000,Staf Keuangan Bank Syariah,Analis Produk Keuangan Syariah,,,Cukup Potensial,Soshum
47,13412044,EKOWISATA,Sarjana Terapan,40,305,Tidak Ada,Kabupaten Bogor,INSTITUT PERTANIAN BOGOR,Jawa Barat,,https://registrasi.admisi.ipb.ac.id,Pariwisata & Manajemen,"7,74",Sedang,Rp3.500.000,Rp6.500.000,Staf Pemasaran Pariwisata,Tour Guide,Manajer Hotel,,Sangat Potensial,Soshum
48,13412045,EKOWISATA (KAMPUS SUKABUMI),Sarjana Terapan,18,129,Tidak Ada,Kabupaten Bogor,INSTITUT PERTANIAN BOGOR,Jawa Barat,,https://registrasi.admisi.ipb.ac.id,Pariwisata & Manajemen,"7,74",Sedang,Rp3.500.000,Rp6.500.000,Staf Pemasaran Pariwisata,Tour Guide,Manajer Hotel,,Sangat Potensial,Soshum
35,13411035,FISIKA,Sarjana,54,172,Tidak Ada,Kabupaten Bogor,INSTITUT PERTANIAN BOGOR,Jawa Barat,,https://registrasi.admisi.ipb.ac.id,Fisika & Sains Dasar,"2,12",Sepi Peminat,Rp3.800.000,Rp8.000.000,Peneliti,Data Analyst,,,Cukup Potensial,Saintek
7,13411007,ILMU DAN TEKNOLOGI KELAUTAN,Sarjana,59,343,Tidak Ada,Kabupaten Bogor,INSTITUT PERTANIAN BOGOR,Jawa Barat,,https://registrasi.admisi.ipb.ac.id,Ilmu Kelautan & Perikanan,"2,91",Sepi Peminat,Rp4.000.000,Rp10.000.000,Peneliti Kelautan,Konsultan Lingkungan Laut,Manajer Usaha Perikanan,Teknisi Laboratorium Perikanan,Sangat Prospektif,Saintek
25,13411025,ILMU GIZI,Sarjana,40,1087,Tidak Ada,Kabupaten Bogor,INSTITUT PERTANIAN BOGOR,Jawa Barat,,https://registrasi.admisi.ipb.ac.id,Gizi & Kesehatan,"18,35",Ramai Peminat,Rp4.000.000,Rp7.000.000,Ahli Gizi,Nutrisionis,Konsultan Diet,,Sangat Potensial,Saintek
36,13411036,ILMU KELUARGA DAN KONSUMEN,Sarjana,48,397,Tidak Ada,Kabupaten Bogor,INSTITUT PERTANIAN BOGOR,Jawa Barat,,https://registrasi.admisi.ipb.ac.id,Kesejahteraan Sosial & Psikologi,"7,22",Sedang,Rp3.000.000,Rp6.000.000,Pekerja Sosial,Konselor Psikologi,Analis Kebijakan Sosial,,Sangat Potensial,Soshum
8,13411008,ILMU KOMPUTER,Sarjana,68,1279,Tidak Ada,Kabupaten Bogor,INSTITUT PERTANIAN BOGOR,Jawa Barat,,https://registrasi.admisi.ipb.ac.id,Teknik Informatika & Ilmu Komputer,"16,40",Ramai Peminat,Rp5.000.000,Rp10.000.000,Pengembang Software,Konsultan TI,Pengembang Web,Analis Data,Sangat Prospektif,Saintek
44,13411072,KECERDASAN BUATAN,Sarjana,28,0,Tidak Ada,Kabupaten Bogor,INSTITUT PERTANIAN BOGOR,Jawa Barat,,https://registrasi.admisi.ipb.ac.id,Teknik Informatika & Ilmu Komputer,"16,40",Ramai Peminat,Rp5.000.000,Rp10.000.000,Pengembang Software,Konsultan TI,Pengembang Web,Analis Data,Sangat Prospektif,Saintek
40,13411063,KEDOKTERAN,Sarjana,10,789,Tidak Ada,Kabupaten Bogor,INSTITUT PERTANIAN BOGOR,Jawa Barat,,https://registrasi.admisi.ipb.ac.id,Kedokteran,"22,63",Ramai Peminat,Rp8.000.000,Rp15.000.000,Dokter Umum,Dokter Spesialis,Tenaga Kesehatan,,Sangat Potensial,Saintek
9,13411009,KEDOKTERAN HEWAN,Sarjana,88,703,Tidak Ada,Kabupaten Bogor,INSTITUT PERTANIAN BOGOR,Jawa Barat,,https://registrasi.admisi.ipb.ac.id,Kedokteran Hewan,"6,04",Sepi Peminat,Rp5.000.000,Rp9.000.000,Dokter Hewan,Peneliti Kesehatan Hewan,Petugas Karantina Hewan,Konsultan Peternakan,Sangat Prospektif,Saintek
10,13411010,KIMIA,Sarjana,54,361,Tidak Ada,Kabupaten Bogor,INSTITUT PERTANIAN BOGOR,Jawa Barat,,https://registrasi.admisi.ipb.ac.id,Kimia & Sains Dasar,"4,01",Sepi Peminat,Rp4.500.000,Rp12.000.000,Analis Kimia,Peneliti Sains,Quality Control Industri,Profesor,Sangat Prospektif,Saintek
11,13411011,KOMUNIKASI DAN PENGEMBANGAN MASYARAKAT,Sarjana,70,809,Tidak Ada,Kabupaten Bogor,INSTITUT PERTANIAN BOGOR,Jawa Barat,,https://registrasi.admisi.ipb.ac.id,Komunikasi & Media,"8,19",Sedang,Rp3.500.000,Rp6.500.000,Public Relations Officer,Content Creator,Jurnalis,,Sangat Potensial,Soshum
45,13412042,KOMUNIKASI DIGITAL DAN MEDIA,Sarjana Terapan,112,1078,Tidak Ada,Kabupaten Bogor,INSTITUT PERTANIAN BOGOR,Jawa Barat,,https://registrasi.admisi.ipb.ac.id,Komunikasi & Media,"8,19",Sedang,Rp3.500.000,Rp6.500.000,Public Relations Officer,Content Creator,Jurnalis,,Sangat Potensial,Soshum
46,13412043,KOMUNIKASI DIGITAL DAN MEDIA (KAMPUS SUKABUMI),Sarjana Terapan,24,242,Tidak Ada,Kabupaten Bogor,INSTITUT PERTANIAN BOGOR,Jawa Barat,,https://registrasi.admisi.ipb.ac.id,Komunikasi & Media,"8,19",Sedang,Rp3.500.000,Rp6.500.000,Public Relations Officer,Content Creator,Jurnalis,,Sangat Potensial,Soshum
12,13411012,KONSERVASI SUMBERDAYA HUTAN DAN EKOWISATA,Sarjana,56,481,Tidak Ada,Kabupaten Bogor,INSTITUT PERTANIAN BOGOR,Jawa Barat,,https://registrasi.admisi.ipb.ac.id,Kehutanan & Lingkungan,"4,00",Sepi Peminat,Rp4.500.000,Rp11.000.000,Rimbawan,Peneliti Konservasi,Petugas Taman Nasional,Konsultan Lingkungan,Sangat Prospektif,Soshum
24,13411024,MANAJEMEN,Sarjana,60,1725,Tidak Ada,Kabupaten Bogor,INSTITUT PERTANIAN BOGOR,Jawa Barat,,https://registrasi.admisi.ipb.ac.id,Manajemen & Bisnis,"15,97",Sedang,Rp4.000.000,Rp7.000.000,Manajemen,Analis Bisnis,Konsultan Manajemen,,Sangat Potensial,Soshum
57,13412054,MANAJEMEN AGRIBISNIS,Sarjana Terapan,112,636,Tidak Ada,Kabupaten Bogor,INSTITUT PERTANIAN BOGOR,Jawa Barat,,https://registrasi.admisi.ipb.ac.id,Pertanian & Agribisnis,"4,50",Sepi Peminat,Rp3.500.000,Rp6.500.000,Manajer Kebun,Konsultan Agribisnis,Petani,,Sangat Potensial,Soshum
58,13412055,MANAJEMEN AGRIBISNIS (KAMPUS SUKABUMI),Sarjana Terapan,21,202,Tidak Ada,Kabupaten Bogor,INSTITUT PERTANIAN BOGOR,Jawa Barat,,https://registrasi.admisi.ipb.ac.id,Pertanian & Agribisnis,"4,50",Sepi Peminat,Rp3.500.000,Rp6.500.000,Manajer Kebun,Konsultan Agribisnis,Petani,,Sangat Potensial,Soshum
13,13411013,MANAJEMEN HUTAN,Sarjana,63,393,Tidak Ada,Kabupaten Bogor,INSTITUT PERTANIAN BOGOR,Jawa Barat,,https://registrasi.admisi.ipb.ac.id,Kehutanan & Lingkungan,"4,00",Sepi Peminat,Rp4.500.000,Rp11.000.000,Rimbawan,Peneliti Konservasi,Petugas Taman Nasional,Konsultan Lingkungan,Sangat Prospektif,Soshum
